Time(s)	RED_denoised_wiener
11.950000	672.615811
11.960000	642.352817
11.970000	615.946146
11.980000	630.695787
11.990000	656.632906
12.000000	672.938671
12.010000	619.085650
12.020000	548.369485
12.030000	495.696782
12.040000	482.639487
12.050000	463.666335
12.060000	396.461289
12.070000	275.613797
12.080000	164.348388
12.090000	96.022916
12.100000	-2.513125
12.110000	-52.272619
12.120000	-117.557136
12.130000	-117.625161
12.140000	-98.738449
12.150000	-89.383793
12.160000	-77.596671
12.170000	-143.182254
12.180000	-230.871440
12.190000	-318.191429
12.200000	-397.641063
12.210000	-439.259076
12.220000	-479.713609
12.230000	-506.310824
12.240000	-482.506746
12.250000	-469.082398
12.260000	-340.239693
12.270000	-287.176635
12.280000	-207.284096
12.290000	-230.360689
12.300000	-209.352667
12.310000	-166.794833
12.320000	-160.301624
12.330000	-177.487154
12.340000	-228.763370
12.350000	-226.693966
12.360000	-214.700829
12.370000	-182.201815
12.380000	-172.568903
12.390000	-306.036260
12.400000	-491.973034
12.410000	-561.437222
12.420000	-513.954534
12.430000	-477.973324
12.440000	-613.135806
12.450000	-773.450456
12.460000	-920.726679
12.470000	-1049.798182
12.480000	-1125.013413
12.490000	-1194.154351
12.500000	-1249.259352
12.510000	-1286.968483
12.520000	-1327.013713
12.530000	-1250.178983
12.540000	-1249.068837
12.550000	-1245.088588
12.560000	-1328.030065
12.570000	-1352.127804
12.580000	-1337.222356
12.590000	-1342.718184
12.600000	-1352.983999
12.610000	-1355.425284
12.620000	-1297.076064
12.630000	-1262.618001
12.640000	-1255.050920
12.650000	-1292.625978
12.660000	-1314.247442
12.670000	-1344.642159
12.680000	-1393.842301
12.690000	-1453.713344
12.700000	-1507.517961
12.710000	-1563.289847
12.720000	-1559.773438
12.730000	-1515.187593
12.740000	-1450.137923
12.750000	-1404.239484
12.760000	-1334.376590
12.770000	-1338.111963
12.780000	-1285.758089
12.790000	-1288.077964
12.800000	-1180.482524
12.810000	-1188.213305
12.820000	-1236.480965
12.830000	-1329.997815
12.840000	-1316.478418
12.850000	-1260.474167
12.860000	-1170.417412
12.870000	-1143.623035
12.880000	-1047.486015
12.890000	-1785.712011
12.900000	-2560.307269
12.910000	-3530.522647
12.920000	-3596.428610
12.930000	-3638.196289
12.940000	-3378.461174
12.950000	-3327.456225
12.960000	-3055.334096
12.970000	-3029.268161
12.980000	-2621.620855
12.990000	-2555.877743
13.000000	-2092.976482
13.010000	-2000.711049
13.020000	-947.316358
13.030000	64.627539
13.040000	2049.467631
13.050000	3318.126069
13.060000	4617.528262
13.070000	3295.542338
13.080000	-1883.599937
13.090000	-12562.583501
13.100000	-38031.610436
13.110000	-41214.150838
13.120000	4853.750269
13.130000	40594.379688
13.140000	47069.870995
13.150000	49065.162165
13.160000	50886.656940
13.170000	50020.819710
13.180000	51112.032821
13.190000	49575.308574
13.200000	3603.363229
13.210000	-103987.997961
13.220000	-60828.746764
13.230000	-24115.836248
13.240000	-11771.296075
13.250000	-3837.733886
13.260000	2145.836859
13.270000	3550.766355
13.280000	5560.143820
13.290000	5375.942730
13.300000	6587.591677
13.310000	6299.237764
13.320000	7184.935679
13.330000	6960.512925
13.340000	7732.270309
13.350000	7568.629823
13.360000	8059.208409
13.370000	7721.574806
13.380000	7982.736606
13.390000	7308.987095
13.400000	7012.346580
13.410000	6087.299801
13.420000	5905.083402
13.430000	5497.786621
13.440000	5680.315425
13.450000	5604.303463
13.460000	5843.050213
13.470000	5813.909827
13.480000	6085.878811
13.490000	6175.890312
13.500000	6367.743607
13.510000	6341.475340
13.520000	6422.643708
13.530000	6373.775761
13.540000	6418.070308
13.550000	6351.496718
13.560000	6386.567613
13.570000	6342.396454
13.580000	6344.498357
13.590000	6253.493083
13.600000	6196.752060
13.610000	6065.864910
13.620000	5993.590055
13.630000	5859.796468
13.640000	5787.014552
13.650000	5726.175730
13.660000	5713.257276
13.670000	5684.865632
13.680000	5626.215968
13.690000	5562.245950
13.700000	5459.594672
13.710000	5329.661456
13.720000	5222.323394
13.730000	5091.723741
13.740000	4999.255085
13.750000	4884.358126
13.760000	4812.438417
13.770000	4732.911527
13.780000	4610.232537
13.790000	4526.689906
13.800000	4402.147049
13.810000	4269.677532
13.820000	4137.891117
13.830000	4017.566274
13.840000	3942.592206
13.850000	3784.233597
13.860000	3658.188224
13.870000	3524.027326
13.880000	3477.043854
13.890000	3498.726923
13.900000	3561.424391
13.910000	3653.017419
13.920000	3694.166735
13.930000	3770.305082
13.940000	3876.202831
13.950000	3952.652049
13.960000	3932.088307
13.970000	3733.833414
13.980000	3529.869541
13.990000	3341.133095
14.000000	3159.435300
14.010000	2949.888621
14.020000	2721.983424
14.030000	2555.696168
14.040000	2351.561721
14.050000	2118.321851
14.060000	1840.592590
14.070000	1617.779530
14.080000	1463.569279
14.090000	1358.993298
14.100000	1263.664100
14.110000	1169.470515
14.120000	1092.999385
14.130000	1042.094168
14.140000	1012.469623
14.150000	990.190724
14.160000	936.034281
