Time(s)	RED_denoised_median
12.020000	450.329755
12.030000	489.048115
12.040000	514.431873
12.050000	539.261579
12.060000	564.517802
12.070000	583.470221
12.080000	608.673188
12.090000	642.667981
12.100000	661.773296
12.110000	687.005374
12.120000	687.005374
12.130000	687.005374
12.140000	644.529017
12.150000	588.312330
12.160000	501.120248
12.170000	429.331796
12.180000	385.636555
12.190000	373.343193
12.200000	340.678605
12.210000	339.014791
12.220000	339.014791
12.230000	340.009733
12.240000	340.009733
12.250000	355.018328
12.260000	357.612886
12.270000	358.036361
12.280000	359.920616
12.290000	380.842361
12.300000	588.704887
12.310000	619.500191
12.320000	626.480460
12.330000	657.630980
12.340000	669.450714
12.350000	669.450714
12.360000	669.450714
12.370000	612.350562
12.380000	529.959788
12.390000	445.793951
12.400000	368.446889
12.410000	328.316263
12.420000	297.793732
12.430000	273.312535
12.440000	264.900585
12.450000	264.900585
12.460000	273.312535
12.470000	273.635388
12.480000	277.837557
12.490000	277.837557
12.500000	277.837557
12.510000	263.139298
12.520000	249.234650
12.530000	222.827001
12.540000	219.853151
12.550000	205.766457
12.560000	205.766457
12.570000	205.766457
12.580000	216.976227
12.590000	225.406139
12.600000	240.360497
12.610000	246.288286
12.620000	259.852405
12.630000	262.091738
12.640000	287.510296
12.650000	287.686554
12.660000	308.930176
12.670000	320.479203
12.680000	320.479203
12.690000	308.930176
12.700000	-35.471687
12.710000	-81.697878
12.720000	-90.998155
12.730000	-90.998155
12.740000	-102.866754
12.750000	-129.811679
12.760000	-163.159981
12.770000	-163.159981
12.780000	-163.159981
12.790000	-157.316148
12.800000	-121.085066
12.810000	-106.951101
12.820000	-78.643009
12.830000	-45.693129
12.840000	-7.153457
12.850000	15.522005
12.860000	58.513066
12.870000	68.510009
12.880000	116.539729
12.890000	146.166550
12.900000	177.796048
12.910000	209.781109
12.920000	243.078085
12.930000	265.377779
12.940000	302.483325
12.950000	302.483325
12.960000	302.483325
12.970000	277.473298
12.980000	201.346542
12.990000	128.049871
13.000000	60.820490
13.010000	14.677125
13.020000	-3.710206
13.030000	-22.773779
13.040000	-34.121543
13.050000	-34.121543
13.060000	-34.121543
13.070000	-12.510056
13.080000	-10.238404
13.090000	-6.858945
13.100000	-6.858945
13.110000	-6.858945
13.120000	-20.163112
13.130000	-27.352147
13.140000	-28.631267
13.150000	-35.290812
13.160000	-35.290812
13.170000	-31.660117
13.180000	-28.631267
13.190000	-9.856507
13.200000	-2.783321
13.210000	23.779793
13.220000	36.926708
13.230000	72.622821
13.240000	86.433446
